"Proper Name","Designation","HIP","Bayer ID","Constellation","Origin","Ethnic-Cultural_Group_or_Language","Reference","Additional info, e.g. constellation","Date of Adoption"
"Unurgunite","HR 2646","33856","σ CMa","CMa","Unurgunite is the Boorong/Wergaia name of σ CMa, from northwestern Victoria, Australia. Unurgunite is an ancestral jacky lizard who has two wives, represented by stars on either side of him (δ CMa and ε CMa). The Moon is Mityan, the quoll. Mityan fell in love with one of the wives of Unurgunite and tried to lure her away. Unurgunite discovered Mityan’s trickery and attacked him, leading to a great fight in which Mityan was defeated. The Moon has been wandering the heavens ever since, the scars of the battle still visible on his face as maria. One of the wives (δ CMa) lies further away from Unurgunite and is closer to the Moon than the other wife (ε CMa). This is the wife Mityan tried to lure away.","Aboriginal/Boorong","Stanbridge, W.E. (1857) On the Astronomy and Mythology of the Aborigines of Victoria. Transactions of the Philosophical Institute of Victoria, Vol. 2, pp. 137-140.","","05/09/2017"
"Uridim","HR 5469","71860","α Lup","Lup","The constellation of Lupus is one of the few ancient ""Greek"" constellation outside the zodiac that was directly taken over from a Babylonian constellation. The Sumerian term for this creature was UR.IDIM, later alternatively written ""Uridimmu"" in the Akkadian language (the literal Akkadian translation of UR.IDIM would be ""kalbu šegû"", according to lexical lists).","Sumerian","see ASE","","12/09/2024"
"Uruk","HD 231701","96078","","Sge","Uruk was an ancient city of the Sumer and Babylonian civilizations in Mesopotamia situated along an ancient channel of the Euphrates river in modern-day Iraq.","Akkadian","2019 IAU100 NameExoWorlds","","17/12/2019"
"Uúba","LTT 9779","","","Scl","Uúba is the word for “stars”, “seeds”, and “eyes” in the Lenguistica U’wa language (Tunebo) of the U’wa Indigenous community of Colombia.","Lenguistica U’wa language, also known as Tunebo.","NEWC Colombia: Terms in the Lenguistica U’wa (Tunebo) language of the U’wa Indigenous community of Colombia related to their vision of the world and cosmos.","","01/08/2023"
"Vega","HR 7001","91262","α Lyr","Lyr","Applied in medieval times from an abbreviation of its ind-A name alnasr al-waqi', ""the Swooping Eagle (or Vulture),"" alternatively used as an asterism name for α, ε, and ζ Lyr. ""Vega"" is one of the oldest Arabic star names applied in the West, from the end of the 10th century A.D.","Arabic","Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.","Lyr","30/06/2016"
"Veritate","HR 8930","116076","14 And","And","From the latin ""Veritas"", truth. The ablative form means ""where there is truth"".","Latin","2015 NameExoWorlds","","15/12/2015"
"Vindemiatrix","HR 4932","63608","ε Vir","Vir","The formation of this name begins with the classical Greek name for this star: Protrygeter (""the Grape Gatherer"") as it is given in the Almagest: ὁ βόρειος αὐτῶv καὶ καλούμενος Προτρυγητήρ. The Romans translated this name as vindemiator and other similiar masculine forms. Similarly, after a somewhat erroneous translation of the Greek name by the Arabs, the Medieval Latin translation in the Almagest was precedens vindemiatorem, ""the One preceding the Grape Gatherer"", modified in some editions of the Alphonsine Tables into precedens vindemitorem. The exact origin of the current, feminine ""Vindemiatrix"" from any of these forms is uncertain, but it first appeared in Renaissance times.","Latin","Almagest (Heiberg edition, II 102). Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.","","20/07/2016"
"Wasat","HR 2777","35550","δ Gem","Gem","From the Arabic word wasat, ""middle,"" used by a sci-A commentator who was speculating on the meaning of the ind-A constellation name al-jauza'. Reference was made to al-jauza's being in the ""middle"" (wasat) of the sky (perhaps meaning the celestial equator). The reference was intended to apply to the ind-A figure located in today's Orion, however it was under the constellation which is today Gemini that the reference appeared (note the confusion between Orion and Gemini mentioned under α Ori). Therefore, after  transliteration into Latin, it was in Gemini (to δ) that the word ""Wasat"" was arbitrarily applied as a star name in recent times.","Arabic","Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.","Gem","21/08/2016"
"Wattle","WASP-19","","","Vel","Wattle is a genus of approximately 1000 species of shrubs and trees. The Golden Wattle (Acacia pycnantha), whose colour alludes to the G-type star WASP-19, is native to Australia and is the official floral emblem of Australia.","English","NEWC Australia: Names of native flora of Australia of cultural significance, whose characteristics allude to the properties of the celestial objects.","","01/08/2023"
"Wazn","HR 2040","27628","β Col","Col","Applied in recent times from some ind-A name al-wazn, of unknown significance.","Arabic","Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.","Col","20/07/2016"
"Wezen","HR 2693","34444","δ CMa","CMa","From the Arabic name al-wazn, for one of a pair of stars, the other one being hadari. Arabic authors ventured to identify these stars as α/β Cen or α/β Col, but exactly what two stars were originally intended, and the significance of their names, is unknown. As a common noun in Arabic, al-wazn means ""the weight"". ""Wezen"" was arbitrarily applied to δ CMa in recent times.","Arabic","Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.","","20/07/2016"
"Wouri","WASP-69","","","Aqr","The Wouri is an important river in Cameroon. The 15th-century Portuguese navigator Fernão do Pó noted the large number of shrimps in the river and called it “Rio dos Camerões” [river of shrimps], which was the source of the nation’s name Cameroon.","Duala","NEWC Cameroon: Rivers and their tributaries in Cameroon that flow into the Gulf of Guinea.","","01/08/2023"
"Wurren","HR 338","5348","ζ Phe","Phe","Wurren is the Wardaman name of ζ Phe, from the Northern Territory, Australia. Wurren means “child” and refers to the “Little Fish”, a child of Dungdung – the life-creating Frog Lady. Wurren gives water to Gawalyan, the echidna (Achernar), which they direct Earthly initiates to carry in small bowls. The water came from a great waterfall used to cool the people during the ceremony. Just as the water at the base of the waterfall keeps people cool and rises to the sky as mist, the water in the initiates’ bowls keeps them cool and symbolically transforms into clouds that bring the wet rains of the monsoon season. These ceremonies occur in late December when the weather is hot and these stars are high in the evening sky, signalling the start of the monsoon.","Aboriginal/Wardaman","Cairns, H. and Harney, B.Y. (2003) Dark Sparklers - Yidumduma's Aboriginal Astronomy. H.C. Cairns, Merimbula, NSW, pp. 200, 204.","","17/11/2017"
"Xamidimura","HR 6247","82514","μ1 Sco","Sco","","--","--","","05/09/2017"
"Xihe","HD 173416","91852","","Lyr","Xihe (羲和) is the goddess of the sun in the Chinese mythology and also represents the earliest astronomers and developers of calendars in ancient China.","Chinese","2019 IAU100 NameExoWorlds","","17/12/2019"
"Xuange","HR 5351","69732","λ Boo","Boo","single star asterism: a halberd, the celestial lance or north lance.","Chinese","Rufus+Tien (1945) on the Suzhou Map, Sun and Kistemaker (1997) evaluating Han sources, Sun Shuwei (2022) on the Su Song Map","","30/06/2017"
"Yed Posterior","HR 6075","79882","ε Oph","Oph","Originally from the Arabic word al-yad, ""the hand,"" used in the Arabic Almagest in describing these stars. yed was applied as a star name to δ Oph in medieval times. Then in recent times, this application was extended to include both δ and ε, with the addition of the Latin distinctions for ""foremost"" and ""hindmost,"" respectively.","Arabic","Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.","Oph","05/10/2016"
"Yed Prior","HR 6056","79593","δ Oph","Oph","Originally from the Arabic word al-yad, ""the hand,"" used in the Arabic Almagest in describing these stars. yed was applied as a star name to δ Oph in medieval times. Then in recent times, this application was extended to include both δ and ε, with the addition of the Latin distinctions for ""foremost"" and ""hindmost,"" respectively.","Arabic","Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.","Oph","06/11/2016"
"Yildun","HR 6789","85822","δ UMi","UMi","From the Turkish word yildiz, ""star."" In Renaissance times this common noun was erroneously said to be a Turkish name for the Pole Star (α UMi). Misspelled as ""Yildun,"" the word was arbitrarily applied as a star name to δ UMi in recent times.","Arabic","Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.","UMi","21/08/2016"
"Yunü (Yunu)","HD 87837","49637","31 Leo","Leo","Yunü御女 is the star in the middle of the southernmost stars of the Xuanyuan轩辕 constellation. The correct transliteration is ""Yunü"".","Chinese","see ASE","","18/07/2024"
"Zaniah","HR 4689","60129","η Vir","Vir","From an abbreviation of the ind-A name zawiyat al-'awwa', ""the Angle of al-'awwa',"" for γ Vir. Wrongly transferred to η Vir in recent times.","Arabic","Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.","Vir","12/09/2016"
"Zaurak","HR 1231","18543","γ Eri","Eri","From the Arabic word zauraq, ""boat,"" used in an unaginat1ve, nonclassical description of several stars near Eridanus (evidently the stars of today's Phoenix). Arbitrarily applied as a star name toy Eri in recent times.","Arabic","Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.","Eri","20/07/2016"
"Zavijava","HR 4540","57757","β Vir","Vir","From a contraction of the ind-A name zawiyat al-'awwa', ""the Angle of al-'awwa',"" for γ Vir. Wrongly transferred to β Vir in recent times. The stars β, η, γ, and ε Vir marked the ind-A lunar mansion al-'awwa' (with γ in its ""angle""), but the meaning of al-'awwa' is unknown.","Arabic","Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.","Vir","21/08/2016"
"Zembra","HATS-72","","","Aqr","Zembra (زمبرة) is an island in the Gulf of Tunis, known for its wildlife and seabirds. It is part of the UNESCO Iles Zembra et Zembretta Biosphere Reserve, Tunisia.","Arabic","NEWC Tunesia: Places and species associated with UNESCO biosphere reserves in Tunisia.","","01/08/2023"
"Zhang","HR 3903","48356","υ1 Hya","Hya","determinitive star of lunar mansion Zhang (The Stomach [of the Red Fire Bird] or a Bow or Bird Catcher, an Extended Net, Spread or ""to open"") whose naming constellation constists of 6 stars according to sources back to the 3rd millennium BCE","Chinese","Lunar Mansion","","30/06/2017"
"Zibal","HR 984","15197","ζ Eri","Eri","Applied in recent times from a misreading of the ind-A name al-ri'al, ""the Young of the Ostriches,"" for the numerous dim stars running between α Eri and α PsA (or, according to another tradition, those within the triangle formed by α Phe/α PsA/β Cet).","Arabic","Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.","Eri","12/09/2016"
"Zosma","HR 4357","54872","δ Leo","Leo","From the Greek word ζῶσμα, ""girdle"" or ""loin cloth"". In Renaissance times this word was erroneously said to have been used to describe δ Leo in a medieval Greek text. Correctly, the text has ὀσφῦς, ""hip"" or ""lower back"" (after Ptolemy). The name ""Zosma"" (transliterated from the erroneous Greek word) was applied in recent times.","Greek","Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.","","20/07/2016"
"Zubenelgenubi","HR 5531","72622","α2 Lib","Lib","Applied in Renaissance times from its sci-A name al-zubana al-janubi, the Southern Claw ( of the Scorpion)."" The stars of Libra were interpreted by the Baby!onians as ""the Claws of Scorpius"" (thus forming a much larger Scorpion), and alternatively (perhaps in a more recent stage) they were made an independent constellation, ""the Balance."" Both these conceptions lived on until the Greeks and, partly, the ind-Arabs. Previous to Greek influences, the ind-Arabs used the name al-zubanayan, ""the Two Claws ( of the Scorpion},"" for the lunar mansion marked by α and β Lib. (Ind-A al-zubanayan is obviously related etymologically to Babylonian zibanutu, but the latter, also marked by α and β Lib, meant ""the Balance""). Our modern name is occasionally seen abbreviated as Zuben'ubi"".","Arabic","Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.","Lib","21/08/2016"
"Zubenelhakrabi","HR 5787","76333","γ Lib","Lib","","--","--","","05/09/2017"
"Zubeneschamali","HR 5685","74785","β Lib","Lib","Applied in Renaissance times from its sci-A name al-zubana alshamali, ""the Northern Claw (of the Scorpion)"".","Arabic","Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.","Lib","21/08/2016"
